2017-09-19T20:29:26.247625+00:00 app[web.1]:  2017-09-19 20:29:26,247 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@105189a]
2017-09-19T20:32:14.308971+00:00 app[web.1]:  2017-09-19 20:32:14,308 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@66588701] after transaction
2017-09-19T20:32:14.308974+00:00 app[web.1]:  2017-09-19 20:32:14,308 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.309208+00:00 app[web.1]:  2017-09-19 20:32:14,309 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.309263+00:00 app[web.1]:  2017-09-19 20:32:14,309 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@5c9ea303] for JPA transaction
2017-09-19T20:32:14.309436+00:00 app[web.1]:  2017-09-19 20:32:14,309 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@4e335ac8]
2017-09-19T20:32:14.311171+00:00 app[web.1]:  2017-09-19 20:32:14,310 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.311173+00:00 app[web.1]:  2017-09-19 20:32:14,310 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@5c9ea303]
2017-09-19T20:32:14.312207+00:00 app[web.1]:  2017-09-19 20:32:14,312 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.312300+00:00 app[web.1]:  2017-09-19 20:32:14,312 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@5c9ea303] after transaction
2017-09-19T20:32:14.312316+00:00 app[web.1]:  2017-09-19 20:32:14,312 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.312672+00:00 app[web.1]:  2017-09-19 20:32:14,312 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.312832+00:00 app[web.1]:  2017-09-19 20:32:14,312 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@4a6011c0] for JPA transaction
2017-09-19T20:32:14.313045+00:00 app[web.1]:  2017-09-19 20:32:14,312 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@1ed1f75e]
2017-09-19T20:32:14.319141+00:00 app[web.1]:  2017-09-19 20:32:14,319 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.319167+00:00 app[web.1]:  2017-09-19 20:32:14,319 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@4a6011c0]
2017-09-19T20:32:14.322941+00:00 app[web.1]:  2017-09-19 20:32:14,322 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.323312+00:00 app[web.1]:  2017-09-19 20:32:14,323 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@4a6011c0] after transaction
2017-09-19T20:32:14.323313+00:00 app[web.1]:  2017-09-19 20:32:14,323 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.323314+00:00 app[web.1]:  2017-09-19 20:32:14,323 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.323343+00:00 app[web.1]:  2017-09-19 20:32:14,323 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@19b0024a] for JPA transaction
2017-09-19T20:32:14.323579+00:00 app[web.1]:  2017-09-19 20:32:14,323 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@8ca6d25]
2017-09-19T20:32:14.333186+00:00 app[web.1]:  2017-09-19 20:32:14,333 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.333231+00:00 app[web.1]:  2017-09-19 20:32:14,333 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@19b0024a]
2017-09-19T20:32:14.334344+00:00 app[web.1]:  2017-09-19 20:32:14,334 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.334455+00:00 app[web.1]:  2017-09-19 20:32:14,334 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@19b0024a] after transaction
2017-09-19T20:32:14.334457+00:00 app[web.1]:  2017-09-19 20:32:14,334 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.334613+00:00 app[web.1]:  2017-09-19 20:32:14,334 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.334665+00:00 app[web.1]:  2017-09-19 20:32:14,334 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@24e5c5c8] for JPA transaction
2017-09-19T20:32:14.334788+00:00 app[web.1]:  2017-09-19 20:32:14,334 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@7f1d2734]
2017-09-19T20:32:14.336006+00:00 app[web.1]:  2017-09-19 20:32:14,335 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.336010+00:00 app[web.1]:  2017-09-19 20:32:14,336 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@24e5c5c8]
2017-09-19T20:32:14.336906+00:00 app[web.1]:  2017-09-19 20:32:14,336 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.336981+00:00 app[web.1]:  2017-09-19 20:32:14,336 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@24e5c5c8] after transaction
2017-09-19T20:32:14.336985+00:00 app[web.1]:  2017-09-19 20:32:14,336 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.337093+00:00 app[web.1]:  2017-09-19 20:32:14,337 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.337120+00:00 app[web.1]:  2017-09-19 20:32:14,337 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@79647641] for JPA transaction
2017-09-19T20:32:14.337185+00:00 app[web.1]:  2017-09-19 20:32:14,337 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@6fd6cade]
2017-09-19T20:32:14.338583+00:00 app[web.1]:  2017-09-19 20:32:14,338 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.338584+00:00 app[web.1]:  2017-09-19 20:32:14,338 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@79647641]
2017-09-19T20:32:14.339312+00:00 app[web.1]:  2017-09-19 20:32:14,339 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.339313+00:00 app[web.1]:  2017-09-19 20:32:14,339 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@79647641] after transaction
2017-09-19T20:32:14.339316+00:00 app[web.1]:  2017-09-19 20:32:14,339 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.339374+00:00 app[web.1]:  2017-09-19 20:32:14,339 [DEBUG ] TokenEndpoint - Clearing scope of incoming token request
2017-09-19T20:32:14.339431+00:00 app[web.1]:  2017-09-19 20:32:14,339 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaOAuth2ClientRepository.getClientByClientId]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.339458+00:00 app[web.1]:  2017-09-19 20:32:14,339 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@741dfaaf] for JPA transaction
2017-09-19T20:32:14.339534+00:00 app[web.1]:  2017-09-19 20:32:14,339 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@2d445ec8]
2017-09-19T20:32:14.354620+00:00 app[web.1]:  2017-09-19 20:32:14,354 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.354623+00:00 app[web.1]:  2017-09-19 20:32:14,354 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@741dfaaf]
2017-09-19T20:32:14.355656+00:00 app[web.1]:  2017-09-19 20:32:14,355 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.359131+00:00 app[web.1]:  2017-09-19 20:32:14,359 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@741dfaaf] after transaction
2017-09-19T20:32:14.359134+00:00 app[web.1]:  2017-09-19 20:32:14,359 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.359245+00:00 app[web.1]:  2017-09-19 20:32:14,359 [DEBUG ] AuthorizationCodeTokenGranter - Getting access token for: 531b3696-68e6-4738-974c-211f30e8a3ef
2017-09-19T20:32:14.359344+00:00 app[web.1]:  2017-09-19 20:32:14,359 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaAuthorizationCodeRepository.getByCode]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.359388+00:00 app[web.1]:  2017-09-19 20:32:14,359 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@f12ff1f] for JPA transaction
2017-09-19T20:32:14.359544+00:00 app[web.1]:  2017-09-19 20:32:14,359 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@af422b]
2017-09-19T20:32:14.370780+00:00 app[web.1]:  2017-09-19 20:32:14,370 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.370784+00:00 app[web.1]:  2017-09-19 20:32:14,370 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@f12ff1f]
2017-09-19T20:32:14.372002+00:00 app[web.1]:  2017-09-19 20:32:14,371 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.372072+00:00 app[web.1]:  2017-09-19 20:32:14,372 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@f12ff1f] after transaction
2017-09-19T20:32:14.372074+00:00 app[web.1]:  2017-09-19 20:32:14,372 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.372184+00:00 app[web.1]:  2017-09-19 20:32:14,372 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaAuthorizationCodeRepository.remove]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.372221+00:00 app[web.1]:  2017-09-19 20:32:14,372 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7fedeabf] for JPA transaction
2017-09-19T20:32:14.372320+00:00 app[web.1]:  2017-09-19 20:32:14,372 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@2a81044e]
2017-09-19T20:32:14.383486+00:00 app[web.1]:  2017-09-19 20:32:14,383 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.383491+00:00 app[web.1]:  2017-09-19 20:32:14,383 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7fedeabf]
2017-09-19T20:32:14.386654+00:00 app[web.1]:  2017-09-19 20:32:14,386 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.386812+00:00 app[web.1]:  2017-09-19 20:32:14,386 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7fedeabf] after transaction
2017-09-19T20:32:14.386813+00:00 app[web.1]:  2017-09-19 20:32:14,386 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.387056+00:00 app[web.1]:  2017-09-19 20:32:14,386 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaOAuth2ClientRepository.getClientByClientId]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.387095+00:00 app[web.1]:  2017-09-19 20:32:14,387 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@174daf16] for JPA transaction
2017-09-19T20:32:14.387154+00:00 app[web.1]:  2017-09-19 20:32:14,387 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@6f14468d]
2017-09-19T20:32:13.867731+00:00 heroku[router]: at=info method=GET path="/.well-known/openid-configuration" host=sms-xconnect.herokuapp.com request_id=7b5e910f-c120-4dd9-8305-6a530b1a0f7a fwd="91.121.149.52" dyno=web.1 connect=0ms service=15ms status=200 bytes=3353 protocol=https
2017-09-19T20:32:14.399003+00:00 app[web.1]:  2017-09-19 20:32:14,398 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.399017+00:00 app[web.1]:  2017-09-19 20:32:14,399 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@174daf16]
2017-09-19T20:32:14.399922+00:00 app[web.1]:  2017-09-19 20:32:14,399 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.400045+00:00 app[web.1]:  2017-09-19 20:32:14,400 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@174daf16] after transaction
2017-09-19T20:32:14.400047+00:00 app[web.1]:  2017-09-19 20:32:14,400 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.400216+00:00 app[web.1]:  2017-09-19 20:32:14,400 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.400256+00:00 app[web.1]:  2017-09-19 20:32:14,400 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@b3ec9ca] for JPA transaction
2017-09-19T20:32:14.400325+00:00 app[web.1]:  2017-09-19 20:32:14,400 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@4653d60e]
2017-09-19T20:32:14.401532+00:00 app[web.1]:  2017-09-19 20:32:14,401 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.401534+00:00 app[web.1]:  2017-09-19 20:32:14,401 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@b3ec9ca]
2017-09-19T20:32:14.402383+00:00 app[web.1]:  2017-09-19 20:32:14,402 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.402455+00:00 app[web.1]:  2017-09-19 20:32:14,402 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@b3ec9ca] after transaction
2017-09-19T20:32:14.402456+00:00 app[web.1]:  2017-09-19 20:32:14,402 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.402535+00:00 app[web.1]:  2017-09-19 20:32:14,402 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
2017-09-19T20:32:14.402567+00:00 app[web.1]:  2017-09-19 20:32:14,402 [DEBUG ] JpaTransactionManager - Opened new EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7d676c31] for JPA transaction
2017-09-19T20:32:14.402612+00:00 app[web.1]:  2017-09-19 20:32:14,402 [DEBUG ] JpaTransactionManager - Exposing JPA transaction as JDBC transaction [org.springframework.orm.jpa.vendor.EclipseLinkJpaDialect$EclipseLinkConnectionHandle@25dc2635]
2017-09-19T20:32:14.403708+00:00 app[web.1]:  2017-09-19 20:32:14,403 [DEBUG ] JpaTransactionManager - Initiating transaction commit
2017-09-19T20:32:14.403711+00:00 app[web.1]:  2017-09-19 20:32:14,403 [DEBUG ] JpaTransactionManager - Committing JPA transaction on EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7d676c31]
2017-09-19T20:32:14.404596+00:00 app[web.1]:  2017-09-19 20:32:14,404 [DEBUG ] PoolElf - HikariPool-0 - Reset (nothing) on connection org.postgresql.jdbc4.Jdbc4Connection@40559453
2017-09-19T20:32:14.404681+00:00 app[web.1]:  2017-09-19 20:32:14,404 [DEBUG ] JpaTransactionManager - Closing JPA EntityManager [org.eclipse.persistence.internal.jpa.EntityManagerImpl@7d676c31] after transaction
2017-09-19T20:32:14.404683+00:00 app[web.1]:  2017-09-19 20:32:14,404 [DEBUG ] EntityManagerFactoryUtils - Closing JPA EntityManager
2017-09-19T20:32:14.404818+00:00 app[web.1]:  2017-09-19 20:32:14,404 [DEBUG ] JpaTransactionManager - Creating new transaction with name [org.mitre.oauth2.repository.impl.JpaSystemScopeRepository.getByValue]: PROPAGATION_REQUIRED,ISOLATION_DEFAULT; 'defaultTransactionManager'
